name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_expectation_maximization,impute_soft_imputer,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_gain,impute_vae,impute_mlp
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,DecisionTree,0.441336190465609,0.4350969030903047,0.4425006726895457,0.442037486045767,0.4432722499621812,0.4448118487133329,0.4386620136905738,0.4319966559548076,0.4402962324160097
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,LogisticRegression,0.5116487929804308,0.5052338152513591,0.5104694078555051,0.5107438751485953,0.5118532726718602,0.5108542773563005,0.5117918650070836,0.5066129153262182,0.5111192426790594
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,KNN,0.4635918917668017,0.4586637949735732,0.4655129852719809,0.4656693982595874,0.4646177010589873,0.4649857697933324,0.4622795478257656,0.4544738201160469,0.4643222896443902
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,RandomForest,0.474090897688773,0.4729018965142239,0.4803984712219388,0.4770775426202093,0.4811373540907935,0.4752842099854236,0.4750683213225683,0.4754389481592675,0.4769304430326764
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.5084,0.0671,1.0,207.0,53.4065,48.0,36.9381,0.9387,0.9202,25.0,50.0,0.0693,0.0693,0.0483,0.0483,0.0643,0.0643,4.8562,0.0027,SVC,0.5072134648633352,0.5015299890869357,0.5075296222286223,0.50828128611939,0.5084387259130438,0.5080418778457925,0.5059527075408506,0.5030777768954016,0.5076788392427658
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,DecisionTree,0.445080819141977,0.4427162246226446,0.4383151291045528,0.4367833971806212,0.439955056865652,0.4369942512518909,0.4373648025173269,0.4312491331505391,0.439237383293278
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,LogisticRegression,0.5113039426060457,0.5100029187552321,0.510625157075135,0.508817641607005,0.5096599580225339,0.5100240193789642,0.5094769562814426,0.508985315529789,0.5087334297431262
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,KNN,0.4629420738073313,0.4605746276703267,0.4620322254355961,0.4630152568587048,0.4652021660744432,0.4614987198911241,0.4648071694156093,0.4619515083250561,0.4637343461474272
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,RandomForest,0.4833333024161834,0.480747332471328,0.4792507842383957,0.4794227511793317,0.4842563187580178,0.4832639377196033,0.47748157241295,0.4764798741724741,0.4785018427928785
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.4577,0.0602,1.0,206.0,53.196,48.0,37.0945,0.946,0.8812,25.0,51.0,0.0599,0.0599,0.0401,0.0401,0.0534,0.0534,4.8599,0.0028,SVC,0.5050158561277303,0.5013194336009148,0.5059256147157041,0.5047631037745937,0.5051686650574432,0.5052527647456414,0.5056592183041417,0.5038506790642184,0.5057709907254784
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,DecisionTree,0.4522996391202931,0.4420643814433733,0.450493175574042,0.4487601716938567,0.4469260478560207,0.4449607706557551,0.444610108004706,0.4397985494618119,0.4478993282018194
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,LogisticRegression,0.5095990502753324,0.5063825559124268,0.508179003536093,0.5106973579988154,0.5117588458719806,0.5118591489840048,0.5112339717566307,0.5064435269576905,0.5112284358585848
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,KNN,0.4624245965831267,0.4631013971230365,0.4662327921976849,0.4668276519889203,0.4663316151695976,0.4652938162213312,0.4636305855053884,0.4613350976247366,0.4655502619531257
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,RandomForest,0.4856883185624722,0.4824359640438926,0.4878625018389474,0.485788126168834,0.489451838189802,0.4886123595160658,0.4793757004426429,0.4774557450218148,0.4838301182325619
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.394,0.0548,1.0,206.0,53.5916,48.0,36.999,0.9169,0.8259,25.0,50.0,0.0805,0.0805,0.0573,0.0573,0.076,0.076,4.8678,0.0027,SVC,0.5106863680569224,0.5019772746715913,0.5077231710525928,0.5080823642678518,0.5081422878604606,0.508245884048645,0.5094828766661562,0.5031475546735834,0.5092899595855924
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,DecisionTree,0.4330393901247814,0.4358384866392157,0.4353357377039676,0.4366890732119804,0.4372998301789861,0.4377034419909222,0.431763161992573,0.426623344156263,0.4356991622058958
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,LogisticRegression,0.5085741061136198,0.5048891490720828,0.5107756583618128,0.5102794272972124,0.5100486959754492,0.5094734021929619,0.5096891336345398,0.5058403836513726,0.5095620016240974
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,KNN,0.4612180176949348,0.4607007448484613,0.4609473435579713,0.4624898213155771,0.4626436260839909,0.4635554637518758,0.4643612522269636,0.4586684511152919,0.4633990365902523
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,RandomForest,0.4747182854267278,0.4737897292767519,0.4788431824999062,0.479263233534467,0.4764566910280212,0.4764496432830969,0.4718869851049205,0.4746039675486828,0.4773988930694877
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.3583,0.0525,1.0,206.0,53.3191,48.0,37.3042,0.8917,0.6827,25.0,51.0,0.0712,0.0712,0.0517,0.0517,0.0688,0.0688,4.8743,0.0026,SVC,0.5074767485857014,0.5030772134458653,0.506231907660558,0.5064203182176248,0.5060381938314322,0.5067569589133452,0.5072177541187572,0.5028012729697474,0.506458027142941
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,DecisionTree,0.4386500036868534,0.4391597915703105,0.4357833637507691,0.4367829221400793,0.4349322605357317,0.4381069596125956,0.4389023132642328,0.441610600855037,0.4435789852065024
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,LogisticRegression,0.5107747688840788,0.5083172188118815,0.510384459412593,0.5120188775008473,0.5106415129955326,0.5113757182445411,0.510643458801413,0.5092518222638793,0.5115871947358169
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,KNN,0.4687758138599624,0.4644421657080487,0.4638612866346375,0.4647311405813854,0.4672567849962758,0.4663100729903363,0.4709872843386531,0.4640087579537843,0.4661069241447339
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,RandomForest,0.4750310077670701,0.4774254889669513,0.4792703926913466,0.479567472973335,0.479252632309983,0.4804278126371371,0.473558437914995,0.4805905231274233,0.4785056180871991
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,AdaBoost,0.0598667636023817,0.0574460997438337,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.3073,0.0492,1.0,207.0,53.4228,48.0,37.4615,0.909,0.7299,25.0,51.0,0.0723,0.0723,0.0498,0.0498,0.0661,0.0661,4.8784,0.0026,SVC,0.5084619893651117,0.5048508391980593,0.5060910731597247,0.5065979532132368,0.5075193724262541,0.5073376971833717,0.5073913519834347,0.5054220549270202,0.507586025818277
BachChoralHarmony,V2,5665.0,0.2466,0.0466,1.0,207.0,53.1942,48.0,37.197,0.934,0.8515,25.0,51.0,0.0748,0.0748,0.0512,0.0512,0.068,0.068,4.8757,0.0024,DecisionTree,0.4403214001950353,0.4341855119738363,0.4397572462796907,0.4386300121191244,0.4381600527232334,0.4412521464803781,0.4348140443884545,0.437745524990178,0.43696241490215
BachChoralHarmony,V2,5665.0,0.2466,0.0466,1.0,207.0,53.1942,48.0,37.197,0.934,0.8515,25.0,51.0,0.0748,0.0748,0.0512,0.0512,0.068,0.068,4.8757,0.0024,LogisticRegression,0.5119343350873974,0.5087940199738292,0.5123837132876141,0.5112649250830377,0.5122149208193738,0.5125532182493899,0.5120169444884172,0.5075857758496918,0.5126586109138564
BachChoralHarmony,V2,5665.0,0.2466,0.0466,1.0,207.0,53.1942,48.0,37.197,0.934,0.8515,25.0,51.0,0.0748,0.0748,0.0512,0.0512,0.068,0.068,4.8757,0.0024,KNN,0.4673439102703355,0.4635403644298104,0.463934405901958,0.4630242024729991,0.4636034514733581,0.4633002468753556,0.4666972403219329,0.4643596633809165,0.4641340741986329
BachChoralHarmony,V2,5665.0,0.2466,0.0466,1.0,207.0,53.1942,48.0,37.197,0.934,0.8515,25.0,51.0,0.0748,0.0748,0.0512,0.0512,0.068,0.068,4.8757,0.0024,RandomForest,0.4835905301827833,0.4799442929003122,0.4791269152274441,0.4834504063407622,0.4832103689455728,0.4817781745991207,0.4785137166708962,0.475272824893082,0.4799253409141787
