name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_expectation_maximization,impute_soft_imputer,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_gain,impute_vae,impute_mlp
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,DecisionTree,0.4396296742243173,0.4410086459396955,0.4415369818238991,0.4398863798578506,0.4407689513016626,0.4430560338447603,0.4374730158164078,0.434239061754097,0.4395519313545539
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,LogisticRegression,0.5104732466334394,0.5058047792733996,0.5130807622793268,0.5117399753315203,0.5126432866726588,0.5134313760371818,0.509767772537642,0.506839099676658,0.513058789062396
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,KNN,0.4634424816281219,0.4569616803781205,0.4635436932653561,0.4626260387472914,0.4641900049580592,0.4608128646876899,0.46074163149974,0.4595893496558349,0.4621876174337171
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,RandomForest,0.4795648299363676,0.4803036463593531,0.4824739114751082,0.4815274507127545,0.4822449947676688,0.4795579322025667,0.4732934157693554,0.4744525163932062,0.4811100632821475
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.4999,0.0657,1.0,207.0,53.4875,48.0,37.3946,0.9176,0.8528,26.0,52.0,0.0663,0.0663,0.0465,0.0465,0.0617,0.0617,4.8664,0.0027,SVC,0.5086804588794346,0.5041570834511356,0.5059208051966055,0.5068531351537847,0.5077149361557031,0.5072075798510334,0.5066864130067752,0.5028579186528568,0.5071370393880441
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,DecisionTree,0.4436164823104247,0.442657295879966,0.440216005330725,0.4461212519489388,0.4370633174585928,0.4446243327620764,0.4387725271598686,0.4370292857511532,0.4399187617051666
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,LogisticRegression,0.5112837004471988,0.5105747084089967,0.5102879158621427,0.5118273510754309,0.5118611655985917,0.5114332573751887,0.5123933701383051,0.5089470065811246,0.5109278960476877
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,KNN,0.4614455528259321,0.458882791378821,0.4633043388100464,0.4622161523414168,0.4619029583785122,0.4614733302839052,0.4665959472256603,0.4561005419981628,0.462555182891919
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,RandomForest,0.476582968433391,0.4716766846505196,0.4738081934522828,0.4779703916529296,0.4796750173482728,0.4777174629439179,0.4684654450148805,0.4707673868251967,0.4796307469033277
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.4498,0.0603,1.0,207.0,53.1113,48.0,37.1145,0.9349,0.8652,25.0,50.0,0.0695,0.0695,0.0471,0.0471,0.0628,0.0628,4.8603,0.0025,SVC,0.5065742606897328,0.4990309475210072,0.5053228053086738,0.5075988851372106,0.5070057178338032,0.5078770552148871,0.5062982470102897,0.4998979782590576,0.5072902954688336
