name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_expectation_maximization,impute_soft_imputer,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_gain,impute_vae,impute_mlp
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,DecisionTree,0.4390474819283519,0.4378641022563531,0.438529239165613,0.4395808262324142,0.4356445164630209,0.4367754780122933,0.4363540627524829,0.4319415231294804,0.4344360746896474
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,LogisticRegression,0.5077977584666594,0.5061504176975162,0.5080911957232601,0.5089757689404204,0.5093091379174577,0.5090714978825243,0.5064157032681982,0.5070493626742812,0.5083424085816441
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,KNN,0.4597640772118363,0.4544825632251775,0.458704817642975,0.4574695941167708,0.4562796411698994,0.4548893808809002,0.4585148822486146,0.4557309907601396,0.4556217739941491
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,RandomForest,0.4743663074472922,0.4748516203579296,0.4770233175142875,0.4769212114359368,0.4759450337168142,0.4756025243173756,0.4751241034031722,0.4683976214726034,0.4741721754335751
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,AdaBoost,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817,0.0598667636023817
BachChoralHarmony,V2,5665.0,0.5063,0.0669,1.0,207.0,54.3586,49.0,37.3355,0.8906,0.7277,25.0,51.0,0.0835,0.0835,0.0571,0.0571,0.0762,0.0762,4.8727,0.0027,SVC,0.5048127499109879,0.5029672634523321,0.5055475134393264,0.5051848362410978,0.5059331159880014,0.5066599325508647,0.5025624319976043,0.5029973631714952,0.5071151407024648
BachChoralHarmony,V2,5665.0,0.4558,0.062,1.0,207.0,53.0383,47.0,37.1226,0.9954,1.0485,24.0,50.0,0.0482,0.0482,0.0329,0.0329,0.0437,0.0437,4.8613,0.0026,DecisionTree,0.4387287609659185,0.4308407884899362,0.4372454159177517,0.4419864165390846,0.4416102361003763,0.4367796188271858,0.440081587094829,0.4394978231437085,0.4387792999712849
BachChoralHarmony,V2,5665.0,0.4558,0.062,1.0,207.0,53.0383,47.0,37.1226,0.9954,1.0485,24.0,50.0,0.0482,0.0482,0.0329,0.0329,0.0437,0.0437,4.8613,0.0026,LogisticRegression,0.5125952068436394,0.5099833795427051,0.5125478036178742,0.5129306624215438,0.5114091021619235,0.5130046437056156,0.5121086478598473,0.5113703160090581,0.5140522127299924
BachChoralHarmony,V2,5665.0,0.4558,0.062,1.0,207.0,53.0383,47.0,37.1226,0.9954,1.0485,24.0,50.0,0.0482,0.0482,0.0329,0.0329,0.0437,0.0437,4.8613,0.0026,KNN,0.4627103533393913,0.457091810296134,0.4590665513478439,0.4615863450236256,0.4592321539012725,0.4610565288389222,0.4657492709163606,0.4587497797003187,0.4606991260764352
BachChoralHarmony,V2,5665.0,0.4558,0.062,1.0,207.0,53.0383,47.0,37.1226,0.9954,1.0485,24.0,50.0,0.0482,0.0482,0.0329,0.0329,0.0437,0.0437,4.8613,0.0026,RandomForest,0.4764233497305316,0.4766758363152441,0.4790850398244113,0.4790913914965188,0.4791855768515106,0.481053272947366,0.4793131261565033,0.4811472021976738,0.4792552324271748
