name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,DecisionTree,0.319564006179845,0.3372229772498278,0.333132769182127,0.3417404481900081
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4045470339396322,0.4244606051793014,0.4000433258439627,0.4192481007875683
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,KNN,0.3476320272040943,0.3693686775515374,0.3435313756278444,0.3729153647091044
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,RandomForest,0.3594718775244998,0.3902146462890733,0.3832100031067961,0.3910732753479655
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,AdaBoost,0.0627925394252876,0.0667214849099514,0.0627925394252876,0.0667214849099514
BachChoralHarmony,V1,5665.0,0.4946,0.0356,6.0,0.021,0.9814,4.029,0.0037,8.0,0.0,,,8.0,8.0,SVC,0.3912223818983751,0.4116469375191854,0.382580393529966,0.41242737820217
BachChoralHarmony,V1,5665.0,0.4443,0.0356,4.6667,0.0191,0.9816,4.0362,0.0062,8.0,0.0,,,8.0,8.0,DecisionTree,0.3147582492613627,0.355086030857481,0.3429376425255638,0.357780482064333
BachChoralHarmony,V1,5665.0,0.4443,0.0356,4.6667,0.0191,0.9816,4.0362,0.0062,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4019784457403378,0.4304074540391614,0.4068786508788721,0.439173686138094
BachChoralHarmony,V1,5665.0,0.4443,0.0356,4.6667,0.0191,0.9816,4.0362,0.0062,8.0,0.0,,,8.0,8.0,KNN,0.3524369187808217,0.373623050863787,0.3422875901339993,0.3824073178242928
BachChoralHarmony,V1,5665.0,0.4443,0.0356,4.6667,0.0191,0.9816,4.0362,0.0062,8.0,0.0,,,8.0,8.0,RandomForest,0.3584588144510213,0.3934014142068875,0.3891036029587763,0.4081806318070726
