name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665.0,0.4053,0.0353,5.95,0.0178,0.9815,4.0333,0.0024,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4164158040221149,0.439568138007442,0.418041110264076,0.4328129570608354
BachChoralHarmony,V1,5665.0,0.4053,0.0353,5.95,0.0178,0.9815,4.0333,0.0024,8.0,0.0,,,8.0,8.0,KNN,0.3658756088016194,0.3732389090315788,0.3598550766178994,0.3712207926836475
BachChoralHarmony,V1,5665.0,0.4053,0.0353,5.95,0.0178,0.9815,4.0333,0.0024,8.0,0.0,,,8.0,8.0,RandomForest,0.3723840831792926,0.3906661279260858,0.3885657646237229,0.3920496812685661
BachChoralHarmony,V1,5665.0,0.4053,0.0353,5.95,0.0178,0.9815,4.0333,0.0024,8.0,0.0,,,8.0,8.0,AdaBoost,0.0627925394252876,0.0631926810394514,0.0627925394252876,0.0636702996734927
BachChoralHarmony,V1,5665.0,0.4053,0.0353,5.95,0.0178,0.9815,4.0333,0.0024,8.0,0.0,,,8.0,8.0,SVC,0.4074428010915235,0.4315238081928235,0.4055580607539258,0.4251310324233391
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,DecisionTree,0.3408032227295032,0.3736880335611817,0.3640464675975589,0.3674502575752301
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4345656436447755,0.4501208782478032,0.4301201270406497,0.4536328170819139
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,KNN,0.3901589097346001,0.3958880445755866,0.3787446263252731,0.3988999195002243
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,RandomForest,0.3808926184642804,0.4063416699960348,0.4100243408710584,0.4200609558617564
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,AdaBoost,0.0697224801442659,0.0656093221370577,0.0683126710678651,0.0656093221370577
BachChoralHarmony,V1,5665.0,0.3587,0.0361,5.0385,0.0165,0.9816,4.0365,0.0025,8.0,0.0,,,8.0,8.0,SVC,0.4242394432501772,0.447082124264189,0.4271894993834471,0.4479048963190304
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,DecisionTree,0.3621156940918356,0.3752546670534833,0.3695842321966243,0.3770237524664057
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4453186604764964,0.460315595981466,0.444690042477588,0.4601079852654386
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,KNN,0.3979111494455546,0.4068654399431488,0.3844515004826135,0.4091304930230024
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,RandomForest,0.3974775546355135,0.4198727665356428,0.4124160902633142,0.4261998916887865
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,AdaBoost,0.0604585477033676,0.0574234991888207,0.0627925394252876,0.0574234991888207
BachChoralHarmony,V1,5665.0,0.2999,0.0386,5.4643,0.0151,0.9815,4.0351,0.0055,8.0,0.0,,,8.0,8.0,SVC,0.4380648381770296,0.4601984519008578,0.4324251311523591,0.4578624275462026
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,DecisionTree,0.36662165763883,0.392380330200166,0.3771032075319377,0.3859751167474646
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4517928938429846,0.4635358784040971,0.4522601834206395,0.4692775418072039
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,KNN,0.404590396460627,0.4116833860655589,0.3950949053321816,0.409607220461621
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,RandomForest,0.4097783532015495,0.4349813094961858,0.4172254317069849,0.4313885916262145
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,AdaBoost,0.0627925394252876,0.0565818628712631,0.0627925394252876,0.0599431448224301
BachChoralHarmony,V1,5665.0,0.2404,0.0367,5.4483,0.0139,0.9814,4.032,0.0063,8.0,0.0,,,8.0,8.0,SVC,0.4491564280369871,0.4561292823853693,0.446038353964047,0.4598212061041558
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,DecisionTree,0.3862522859360706,0.3896412888918547,0.3876454421801109,0.3890593756120712
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,LogisticRegression,0.455581936312049,0.4696278495536398,0.4613050272889288,0.4749976053007742
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,KNN,0.4213569841585966,0.4254738740898808,0.4127201292531903,0.4202347389106361
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,RandomForest,0.4315710849414643,0.4425745291480081,0.4333422048982012,0.4398253039540308
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,AdaBoost,0.0687208151880979,0.0627925394252876,0.0627925394252876,0.0627925394252876
BachChoralHarmony,V1,5665.0,0.2076,0.0379,5.6667,0.0134,0.9815,4.0369,0.0039,8.0,0.0,,,8.0,8.0,SVC,0.4566310835041228,0.46895650854526,0.4545941019935008,0.4673419011290082
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,DecisionTree,0.3929966004656561,0.3993155005738985,0.4077762947172029,0.4035632492938734
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,LogisticRegression,0.470891624385006,0.4783749467369353,0.4734816999864726,0.4738831886684109
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,KNN,0.430874082633898,0.4296690364899587,0.4305810876748623,0.4273947270021544
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,RandomForest,0.4342157946593328,0.4516877588635174,0.4496617496220109,0.4447602173679423
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,AdaBoost,0.0598229958828201,0.0599100162597548,0.0627925394252876,0.0599100162597548
BachChoralHarmony,V1,5665.0,0.1529,0.0348,4.5135,0.0125,0.9815,4.0385,0.0049,8.0,0.0,,,8.0,8.0,SVC,0.4706682892372947,0.4796219405079126,0.46903998780362,0.4762251202909091
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,DecisionTree,0.4159426177870878,0.4264003134117963,0.4144200343794866,0.4252495374159633
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,LogisticRegression,0.4864469950301508,0.4865408930480073,0.4819382614476081,0.4882541819506028
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,KNN,0.4474468573228707,0.4502170780034222,0.4440340345844439,0.4519251097683997
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,RandomForest,0.454429985587597,0.4626296687744667,0.4574220606875579,0.4603914024320075
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,AdaBoost,0.0604976112126333,0.0598999862951681,0.0627925394252876,0.0598999862951681
BachChoralHarmony,V1,5665.0,0.1004,0.0347,4.9167,0.0118,0.9816,4.0402,0.0033,8.0,0.0,,,8.0,8.0,SVC,0.490078336892957,0.4891810425130697,0.4838827791463952,0.4942093917438676
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,DecisionTree,0.4204839615582231,0.4313408456428082,0.4296517782510013,0.4290015568471268
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,LogisticRegression,0.5011403221539968,0.5044965672752142,0.5010134519886357,0.4966102597894176
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,KNN,0.4515227543435332,0.4540218147079445,0.4556171061245723,0.449894865942438
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,RandomForest,0.4660146312159146,0.4752708626561087,0.4715692758769176,0.4689223639259878
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,AdaBoost,0.0627925394252876,0.0599503661953789,0.0627925394252876,0.0599503661953789
BachChoralHarmony,V1,5665.0,0.0523,0.0365,5.0256,0.0112,0.9815,4.0375,0.0052,8.0,0.0,,,8.0,8.0,SVC,0.4987737257606459,0.5027190795639345,0.4997962436429466,0.5006295241315789
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,DecisionTree,0.4296035775285699,0.4331456835009237,0.4359590635265705,0.4298601721993517
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,LogisticRegression,0.4955820786607912,0.4958070860205195,0.4966154937190346,0.4967063082606337
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,KNN,0.4566835055020161,0.4596362211028735,0.4579534204777772,0.4562632062563699
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,RandomForest,0.4704473906137051,0.4733642380354653,0.4698885796930295,0.4749818312710658
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,AdaBoost,0.0619545582019639,0.0619545582019639,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V6,5665.0,0.4893,0.8818,7.4591,0.0007,0.2086,0.3634,34.8838,2.1182,0.3229,0.9141,0.9732,2.0,3.0,SVC,0.49777243236026,0.5001663669646882,0.4997614994184968,0.4998049021685862
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,DecisionTree,0.4277576678563329,0.4358765684405887,0.4290932898400664,0.4346873215153252
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,LogisticRegression,0.4962851038206476,0.4970083663888446,0.4984604307391391,0.4964240991751384
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,KNN,0.45468053629263,0.4581836813846828,0.4575029713447696,0.4571426615549725
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,RandomForest,0.4717653151905664,0.4738343534204248,0.466545896071147,0.4711523976868242
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,AdaBoost,0.0619545582019639,0.0619545582019639,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V6,5665.0,0.4401,0.8755,7.0304,0.0006,0.2181,0.3758,35.9671,2.1245,0.3302,0.9067,0.9598,2.0,3.0,SVC,0.4968746061487172,0.5001652079667407,0.4986744890716765,0.4987300434437168
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,DecisionTree,0.4404969745109104,0.4410097558001314,0.4322747100953638,0.435033416038054
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,LogisticRegression,0.5005351539197028,0.5027123521231548,0.4988485153172272,0.5007133824105102
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,KNN,0.4608547507655638,0.4607384981841608,0.4588213863633053,0.4577814496349709
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,RandomForest,0.4747170115523265,0.4727847818392723,0.4697132931215776,0.4705107579255191
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,AdaBoost,0.0619545582019639,0.0619545582019639,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V6,5665.0,0.4018,0.8758,7.0499,0.0006,0.2177,0.3753,34.4331,2.1242,0.3298,0.9071,0.9605,2.0,3.0,SVC,0.50312180946375,0.5019671607898328,0.4988918518585035,0.4974589450468362
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,DecisionTree,0.4377640054857594,0.4412411078555118,0.4392036696649253,0.4348693749238823
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,LogisticRegression,0.5042246906332578,0.5015443727996697,0.500620253335161,0.4987071778574764
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,KNN,0.4629312190463261,0.4629880018763809,0.4614014993272342,0.4604452451773774
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,RandomForest,0.4768182813326003,0.4765406551705808,0.4742683332481912,0.4718728198682758
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,AdaBoost,0.0619545582019639,0.0530734304022363,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V6,5665.0,0.3569,0.8704,6.7182,0.0005,0.2256,0.3856,35.6523,2.1296,0.3358,0.9008,0.9462,2.0,3.0,SVC,0.5017541856920892,0.5016739783748589,0.4990126052305642,0.4995024279784339
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,DecisionTree,0.4401237271205069,0.4413717539968614,0.4366650495228341,0.4415864644060854
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,LogisticRegression,0.506539857578093,0.5065371830480327,0.5050462719781822,0.5042607757096389
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,KNN,0.4635482127544134,0.4641658817062839,0.4646335238777838,0.4615331581271822
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,RandomForest,0.4787212640650258,0.4768224832860381,0.4742499089874533,0.4768011973709786
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,AdaBoost,0.0632197583686998,0.0530922645876864,0.0508536718079379,0.0530312692002385
BachChoralHarmony,V6,5665.0,0.2951,0.8688,6.6202,0.0005,0.2281,0.3887,35.5481,2.1312,0.3377,0.8988,0.9411,2.0,3.0,SVC,0.5053325641810471,0.5040481638415221,0.5023990710923993,0.5029281723469284
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,DecisionTree,0.4425500680197961,0.4416078796164674,0.4376874306743695,0.4386412078635079
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,LogisticRegression,0.5055753393047977,0.5064862510823261,0.5032263050773447,0.5046513011998809
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,KNN,0.4631468727220791,0.4625160744973494,0.4626726466789959,0.4619911978631229
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,RandomForest,0.4805841071090405,0.4803863848386205,0.4770566794397441,0.4782840744227032
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,AdaBoost,0.0568185853580711,0.0634510894131652,0.0659538218810083,0.0562261470201781
BachChoralHarmony,V6,5665.0,0.2492,0.8751,7.0094,0.0005,0.2186,0.3765,35.9467,2.1249,0.3306,0.9063,0.959,2.0,3.0,SVC,0.5050311879652684,0.504741091100929,0.5019687342268301,0.5031677371130789
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,DecisionTree,0.4334857163472039,0.4350250440583844,0.4363088958792195,0.4384773443087661
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,LogisticRegression,0.507181738858635,0.5055937047161289,0.5022562147513715,0.5069626979087423
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,KNN,0.4641260434201657,0.4648394421809419,0.4632849470866044,0.4627747441426968
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,RandomForest,0.4784115418032588,0.4785747986993706,0.4768099319843804,0.4778719201417337
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,AdaBoost,0.0619545582019639,0.0619545582019639,0.0619545582019639,0.0619545582019639
BachChoralHarmony,V6,5665.0,0.1963,0.8763,7.087,0.0004,0.2168,0.3741,36.0216,2.1237,0.3292,0.9078,0.9619,2.0,3.0,SVC,0.5067997044528197,0.5040202407758119,0.5008034829845817,0.5044386247015665
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,DecisionTree,0.4455438662655386,0.4441912847079614,0.4405335003073833,0.4429770944583753
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,LogisticRegression,0.5070728429910899,0.5062079598316244,0.5053726169505462,0.5055468472508742
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,KNN,0.4652631776264428,0.465735316700246,0.4666251706003447,0.4653228059751192
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,RandomForest,0.4812076702222992,0.4822502004322342,0.4815058904288132,0.4770954616540764
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,AdaBoost,0.0568662071270715,0.0561671938672194,0.0424478453547624,0.0633520509648198
BachChoralHarmony,V6,5665.0,0.1485,0.8752,7.0133,0.0004,0.2185,0.3764,35.9505,2.1248,0.3305,0.9064,0.9591,2.0,3.0,SVC,0.5049643397539464,0.5055458798629304,0.5040584462598457,0.5051408519917272
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,DecisionTree,0.4453157361739124,0.4446623069955204,0.4383058139275267,0.4458525118333589
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,LogisticRegression,0.5101770338286934,0.509195117480476,0.5075554215411787,0.510298801666988
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,KNN,0.4662758345801976,0.4664678142832716,0.4662225456106079,0.465178265068762
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,RandomForest,0.481258950039711,0.4816002095128108,0.4831127277250657,0.4778280214611288
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,AdaBoost,0.0653604213221606,0.0467157610944608,0.0315585151237902,0.0463528792570496
BachChoralHarmony,V6,5665.0,0.0996,0.8759,7.0585,0.0004,0.2174,0.375,35.9942,2.1241,0.3297,0.9072,0.9608,2.0,3.0,SVC,0.5086565652687622,0.5085508955759409,0.5056516259605626,0.5066052262506751
BachChoralHarmony,V6,5665.0,0.0464,0.8745,6.9676,0.0004,0.2196,0.3778,35.9057,2.1255,0.3313,0.9056,0.9573,2.0,3.0,DecisionTree,0.4453016202645685,0.4485020952073646,0.4448147516346074,0.4462650335642859
BachChoralHarmony,V6,5665.0,0.0464,0.8745,6.9676,0.0004,0.2196,0.3778,35.9057,2.1255,0.3313,0.9056,0.9573,2.0,3.0,LogisticRegression,0.509068636722966,0.5093728145359304,0.5080400723141515,0.509309997515902
BachChoralHarmony,V6,5665.0,0.0464,0.8745,6.9676,0.0004,0.2196,0.3778,35.9057,2.1255,0.3313,0.9056,0.9573,2.0,3.0,KNN,0.4666387727374303,0.4667886766956915,0.4676205322286875,0.4667435082797054
