name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_mlp
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,DecisionTree,0.7008155310643884,0.7186101339235511,0.7065321017271753,0.7088197151748797
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,LogisticRegression,0.6995723058492934,0.7096717064149218,0.6819245881091694,0.6850066484446081
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,KNN,0.6904489151964674,0.7126974575673952,0.6746773934232049,0.719583810458415
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,RandomForest,0.7019331456872279,0.7157568367895892,0.6959216556829355,0.7150150083069541
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,AdaBoost,0.6361775357283475,0.7000601693498631,0.6720235497057037,0.6777061043597746
car,doors,1728.0,0.5052,0.338,1.0321,0.0035,0.6674,1.0985,1.4483,1.9825,1.4079,0.6759,0.1885,1.0,4.0,SVC,0.6555443649797719,0.7073991829634083,0.665985515340191,0.6637423964786326
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,DecisionTree,0.7066918821742991,0.7408621579950955,0.7461238007308448,0.7198972318019075
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,LogisticRegression,0.7017077496037263,0.7304803634534079,0.7304803634534079,0.6911890527480522
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,KNN,0.6968282487484792,0.7144817597685791,0.6933400262253955,0.6967905397912415
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,RandomForest,0.70374697344432,0.7362138922750944,0.7461238007308448,0.7344556704790618
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,AdaBoost,0.6993973522681186,0.7019794906494612,0.6975088693162389,0.6842989502348535
car,doors,1728.0,0.4525,0.352,1.11,0.0032,0.6668,1.0977,0.743,1.9926,1.4116,0.6724,0.1849,1.0,4.0,SVC,0.6616505617943881,0.7191919257044036,0.7272688912227931,0.7140511238498605
car,doors,1728.0,0.3924,0.3438,1.0618,0.0029,0.6671,1.0983,0.7784,1.9714,1.4038,0.6798,0.1926,1.0,4.0,DecisionTree,0.734514539192652,0.7226773765041978,0.7341040229081638,0.7263062972064699
