name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_autoimpute,impute_mlp
BachChoralHarmony,V6,5665.0,0.4406,0.8861,7.7784,0.0006,0.2019,0.3546,35.2063,2.1139,0.3177,0.9191,0.9803,2.0,3.0,TabNet,0.4645288801716016,0.46569086242747676,0.4584475965575562,0.04803721994134903,0.47214849740026854,0.0463497708404597,0.04889348683591649,0.46569086242747676,0.4649796492804847,0.46464895418688357,0.46175071601017226,0.4609557997665439,0.46647584493530003
BachChoralHarmony,V6,5665.0,0.3959,0.8778,7.1866,0.0006,0.2145,0.3712,36.1156,2.1222,0.3275,0.9095,0.9653,2.0,3.0,MLP,0.49059484067616044,0.4903973048998536,0.48998147184053414,0.05534042278522248,0.4914703097030229,0.057183979287923514,0.05299998115134709,0.4903973048998536,0.4925749773760245,0.49111654643842917,0.48939708969148715,0.4908832744962225,0.48884750433459645
BachChoralHarmony,V6,5665.0,0.3959,0.8778,7.1866,0.0006,0.2145,0.3712,36.1156,2.1222,0.3275,0.9095,0.9653,2.0,3.0,TabNet,0.46666090159520074,0.46703177004613194,0.46252091461328315,0.051193841503733815,0.47144366417473477,0.04961323733386293,0.05288211682495317,0.46703177004613194,0.4665675392995462,0.46780292773442816,0.4645571148278574,0.4657767248416107,0.46577418051557085
BachChoralHarmony,V6,5665.0,0.3366,0.8696,6.6694,0.0005,0.2268,0.3871,33.9709,2.1304,0.3367,0.8998,0.9437,2.0,3.0,MLP,0.48788473137379995,0.4925089436582429,0.4916972703165272,0.057922208838497344,0.4933202884197395,0.05568960011204346,0.057009055634159644,0.4925089436582429,0.49691521904618247,0.4952824248282942,0.49689688024409095,0.4922355575185817,0.4948492489218249
BachChoralHarmony,V6,5665.0,0.3366,0.8696,6.6694,0.0005,0.2268,0.3871,33.9709,2.1304,0.3367,0.8998,0.9437,2.0,3.0,TabNet,0.46782836699070107,0.4675872042383783,0.46802527936484356,0.04815179229191964,0.4775305531444669,0.04865209140678819,0.04931904532503298,0.4675872042383783,0.4725423423999573,0.47289948688815236,0.4703647557219539,0.4625077537771277,0.47138978928360853
BachChoralHarmony,V6,5665.0,0.2953,0.88,7.334,0.0005,0.2112,0.3669,34.7508,2.12,0.3249,0.912,0.9698,2.0,3.0,MLP,0.48930904337792724,0.489706313014175,0.4902144820576386,0.05257196526289082,0.493333476841481,0.05726404784332633,0.05353924059957744,0.489706313014175,0.49276100660916844,0.4927815387810564,0.49435034703608843,0.49241500438790853,0.49193929636883926
BachChoralHarmony,V6,5665.0,0.2953,0.88,7.334,0.0005,0.2112,0.3669,34.7508,2.12,0.3249,0.912,0.9698,2.0,3.0,TabNet,0.46866974071518086,0.4660337483535318,0.4633920743225815,0.04826127124649402,0.47394244953673204,0.04185939739469951,0.04276059837681309,0.4660337483535318,0.4674912118956962,0.4698009934060554,0.4681317638839552,0.4630973735775924,0.4689145851015847
BachChoralHarmony,V6,5665.0,0.2547,0.8712,6.761,0.0005,0.2245,0.3842,35.6969,2.1288,0.335,0.9016,0.9483,2.0,3.0,MLP,0.49255290797105256,0.4977955903209282,0.49084857478272104,0.05521798510333897,0.4957435725554584,0.05879378245135188,0.056961344501385666,0.4977955903209282,0.49924847984158455,0.4949308944241699,0.49407417726542735,0.49652018604562964,0.4962963454113668
BachChoralHarmony,V6,5665.0,0.2547,0.8712,6.761,0.0005,0.2245,0.3842,35.6969,2.1288,0.335,0.9016,0.9483,2.0,3.0,TabNet,0.4719234508050728,0.4708911442720239,0.4676591863916827,0.05058532733753438,0.4755655466601972,0.0533995468653304,0.05018703268791812,0.4708911442720239,0.4727163784687721,0.471896449126835,0.4741074420074015,0.46678213237919286,0.4711377241427083
BachChoralHarmony,V6,5665.0,0.2028,0.8771,7.1369,0.0004,0.2156,0.3727,36.069,2.1229,0.3283,0.9086,0.9636,2.0,3.0,MLP,0.4947716067227416,0.4924674273543831,0.4907647951599986,0.05908370915271789,0.49259197020170764,0.05755230855271661,0.05645887491636277,0.4924674273543831,0.49387090002468514,0.49268866793446586,0.4945675161140054,0.49516963009647075,0.4925879547669461
BachChoralHarmony,V6,5665.0,0.2028,0.8771,7.1369,0.0004,0.2156,0.3727,36.069,2.1229,0.3283,0.9086,0.9636,2.0,3.0,TabNet,0.4694446480357257,0.469103279173121,0.4682449749838303,0.054134611530921056,0.48008349162053465,0.04976221610882461,0.05206333258734406,0.469103279173121,0.4722321656399322,0.4735966715777412,0.4704540338684515,0.4678972463026316,0.4708941282614065
BachChoralHarmony,V6,5665.0,0.1559,0.877,7.1327,0.0004,0.2157,0.3728,36.0649,2.123,0.3284,0.9086,0.9635,2.0,3.0,MLP,0.4955719211285341,0.4962794718690212,0.4962181121491996,0.05897437423022894,0.4939437534194381,0.05884943139336121,0.06032852290131236,0.4962794718690212,0.4965225306659966,0.49635713606007115,0.4950267945729924,0.49430749381145817,0.49556290782681883
BachChoralHarmony,V6,5665.0,0.1559,0.877,7.1327,0.0004,0.2157,0.3728,36.0649,2.123,0.3284,0.9086,0.9635,2.0,3.0,TabNet,0.47125631725193734,0.4713357015367808,0.46999682095132617,0.05025196657972668,0.4777709431236004,0.05013681269480408,0.053123445591455654,0.4713357015367808,0.47316002051331957,0.4730200262985502,0.47312868512584383,0.4666208993280593,0.4738339568565989
BachChoralHarmony,V6,5665.0,0.1059,0.8742,6.9513,0.0004,0.2199,0.3783,34.3176,2.1258,0.3316,0.9053,0.9567,2.0,3.0,MLP,0.49675573750095003,0.5001333652112918,0.49502015028218616,0.06241200638099528,0.4953365984773509,0.061100366608025244,0.059613608220714966,0.5001333652112918,0.500971843129279,0.5017066128811185,0.4983348504668476,0.49846497815189594,0.49853972760827914
BachChoralHarmony,V6,5665.0,0.1059,0.8742,6.9513,0.0004,0.2199,0.3783,34.3176,2.1258,0.3316,0.9053,0.9567,2.0,3.0,TabNet,0.4784916730804999,0.4741586169975767,0.4693916167434956,0.05485949527607337,0.48375562590801663,0.05267273574405326,0.05526835942222605,0.4741586169975767,0.47847570840892684,0.47838902443314596,0.47623290803890117,0.4676104395138641,0.47464016564851336
BachChoralHarmony,V6,5665.0,0.0523,0.8735,6.9072,0.0004,0.221,0.3796,35.8458,2.1265,0.3324,0.9044,0.9549,2.0,3.0,MLP,0.49682622245572905,0.4999251940237236,0.5015207781850266,0.0613312403321419,0.49693918618951316,0.061284892881115195,0.06161248543144206,0.4999251940237236,0.5007539339461746,0.5010055932966302,0.5002264933923717,0.4968832841061195,0.49980718454938133
BachChoralHarmony,V6,5665.0,0.0523,0.8735,6.9072,0.0004,0.221,0.3796,35.8458,2.1265,0.3324,0.9044,0.9549,2.0,3.0,TabNet,0.47552290196642677,0.4766821066897032,0.47344109063932616,0.053443857640658704,0.4811216017540525,0.05339364991291594,0.052688358023166224,0.4766821066897032,0.4787578452365792,0.4762039848404127,0.47647972855864307,0.4707398448362159,0.47895962198562514
BachChoralHarmony,V15,5665.0,0.4939,0.1259,32.8182,0.0056,0.9058,2.4721,0.3779,1.248,0.4318,0.7626,0.3457,1.0,2.0,MLP,0.36876946643205855,0.36004087634156623,0.3345937352830952,0.21157705851447486,0.33581132605838504,0.2282071672883572,0.21552723894892986,0.36004087634156623,0.3560258119663102,0.34969642980206733,0.33580410128672306,0.365047404276976,0.3384391764250674
BachChoralHarmony,V15,5665.0,0.4939,0.1259,32.8182,0.0056,0.9058,2.4721,0.3779,1.248,0.4318,0.7626,0.3457,1.0,2.0,TabNet,0.3505564262362428,0.34551342142114927,0.3104218071722668,0.2018346876202801,0.30964948526091834,0.2192110313152585,0.2058692684352888,0.34551342142114927,0.32237873441492926,0.31581024254678997,0.3052021006101405,0.3513011287817757,0.3185597016312382
BachChoralHarmony,V15,5665.0,0.4468,0.1238,27.7143,0.0051,0.9065,2.482,0.374,1.2575,0.4373,0.752,0.3165,1.0,2.0,MLP,0.3734988735167967,0.3713796863589337,0.33854660868878356,0.21734151810587243,0.35172068378546734,0.23445471988412792,0.20886309750994012,0.3713796863589337,0.3626067331530346,0.3612896964063318,0.3460077211078987,0.38103515471846006,0.3640099964021408
BachChoralHarmony,V15,5665.0,0.4468,0.1238,27.7143,0.0051,0.9065,2.482,0.374,1.2575,0.4373,0.752,0.3165,1.0,2.0,TabNet,0.3522041286497313,0.35142199055832407,0.3161592386822937,0.21034516300740858,0.33144334985151364,0.22690777398299775,0.20708259707628365,0.35142199055832407,0.3335212501895069,0.3320151978493401,0.31637418878175516,0.35802436654530445,0.3300288359291631
BachChoralHarmony,V15,5665.0,0.4058,0.1221,34.25,0.0048,0.9055,2.4676,0.3827,1.2522,0.4343,0.7579,0.3322,1.0,2.0,MLP,0.3996781288411406,0.37586392392564055,0.36330538277434776,0.23297737058783324,0.3711889395223846,0.24045968742032509,0.2276565273033874,0.37586392392564055,0.3762237521356134,0.37577686651704545,0.36463719796029337,0.3949864908231741,0.37446611883636866
BachChoralHarmony,V15,5665.0,0.4058,0.1221,34.25,0.0048,0.9055,2.4676,0.3827,1.2522,0.4343,0.7579,0.3322,1.0,2.0,TabNet,0.38017528636555875,0.3589808277387656,0.3354380722717941,0.2256351004919149,0.3451794475451702,0.2310035725573343,0.2198251270864621,0.3589808277387656,0.3532657452926746,0.3479170654728507,0.33536869315688905,0.37515771861292974,0.34749149477905256
BachChoralHarmony,V15,5665.0,0.35,0.1238,28.5,0.0043,0.9057,2.4709,0.387,1.249,0.4325,0.7614,0.3423,1.0,2.0,MLP,0.40775004692246536,0.3950273882609383,0.37730708232010435,0.2451702166167419,0.38415573228862754,0.24389998473061814,0.23867679417836413,0.3950273882609383,0.39107032387152024,0.38769190813639914,0.38258220283979166,0.4066335723834092,0.3849531258803296
BachChoralHarmony,V15,5665.0,0.35,0.1238,28.5,0.0043,0.9057,2.4709,0.387,1.249,0.4325,0.7614,0.3423,1.0,2.0,TabNet,0.38358494488828787,0.37711699403906074,0.3565726042431751,0.23129575662809476,0.3550497439372006,0.23856475636368377,0.22899598787524256,0.37711699403906074,0.36346344632791516,0.36128880059584356,0.353150625743996,0.38458793874573194,0.3500524099297784
BachChoralHarmony,V15,5665.0,0.2948,0.1232,28.9412,0.004,0.9048,2.4651,0.3787,1.2468,0.4312,0.764,0.3496,1.0,2.0,MLP,0.4206429309519252,0.41421968251431096,0.39692937369688697,0.2585987493701669,0.401491131667173,0.2629257128063524,0.25349529944148286,0.41421968251431096,0.41941672282892284,0.40946630831777453,0.4084026119245424,0.42265281816869404,0.40215743501477236
