name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665.0,0.501,0.0325,5.1111,0.0212,0.9816,4.0346,0.0018,8.0,0.0,,,8.0,8.0,MLP,0.4224983476526701,0.4206579571430882,0.3965685376377766,0.1640703507454558,0.396682408073422,0.2102422402061274,0.1607283746355872,0.4206579571430882,0.415965755359137,0.4121421011011141,0.3926048071452131,0.4211390348333956
BachChoralHarmony,V1,5665.0,0.501,0.0325,5.1111,0.0212,0.9816,4.0346,0.0018,8.0,0.0,,,8.0,8.0,TabNet,0.4052578368640946,0.3965965397580965,0.3653228572599642,0.1616895756118723,0.3824141191440579,0.2052484713598414,0.1603160911954029,0.3965965397580965,0.3945925412696075,0.3925361150092277,0.3685217993288562,0.3990795158401991
BachChoralHarmony,V1,5665.0,0.4457,0.036,5.381,0.0191,0.9816,4.0369,0.0014,8.0,0.0,,,8.0,8.0,MLP,0.4217318579768181,0.4264198362066905,0.4006038316236262,0.1787381911807462,0.4070852647279215,0.2281003639514922,0.1723811655410064,0.4264198362066905,0.4230893136884217,0.4205533463449256,0.3871581222623594,0.4158879990457236
BachChoralHarmony,V1,5665.0,0.4457,0.036,5.381,0.0191,0.9816,4.0369,0.0014,8.0,0.0,,,8.0,8.0,TabNet,0.4086498428176525,0.4039438614344392,0.3761360437408894,0.1736867447418027,0.3884437777135768,0.2251730508695245,0.1714481235347849,0.4039438614344392,0.4061950819905716,0.3947657842427902,0.3709833865021498,0.3916920540141275
BachChoralHarmony,V1,5665.0,0.3908,0.0354,4.5185,0.0174,0.9818,4.0424,0.0017,8.0,0.0,,,8.0,8.0,MLP,0.4320611689384313,0.4376770515045413,0.4109873047261442,0.1680288185244536,0.4162536744864736,0.1979440387983616,0.1523960892872425,0.4376770515045413,0.4345019092195863,0.4312163995671196,0.4146360331909632,0.426477979949911
BachChoralHarmony,V1,5665.0,0.3908,0.0354,4.5185,0.0174,0.9818,4.0424,0.0017,8.0,0.0,,,8.0,8.0,TabNet,0.4155609941707411,0.4097034245896375,0.3878090056133703,0.1635280165788544,0.3973770170454004,0.1990360785522515,0.1528426850105985,0.4097034245896375,0.4055607755971039,0.4095729469325481,0.3866877094330068,0.4009549976109182
BachChoralHarmony,V1,5665.0,0.3439,0.0342,4.3793,0.0161,0.9816,4.0369,0.0045,8.0,0.0,,,8.0,8.0,MLP,0.4504416753893379,0.4529316327295981,0.4178195742582414,0.1757800884576582,0.4297111185504172,0.2053364048278675,0.1660966163925045,0.4529316327295981,0.4482100340500479,0.4486017266352211,0.4243704616771641,0.4338275410495983
BachChoralHarmony,V1,5665.0,0.3439,0.0342,4.3793,0.0161,0.9816,4.0369,0.0045,8.0,0.0,,,8.0,8.0,TabNet,0.4305098223436046,0.4279731445537587,0.3893269239197879,0.1776543139642911,0.406982562459971,0.2040365541362368,0.1634455203974184,0.4279731445537587,0.4261764848095493,0.4213004766861879,0.3979954053799108,0.4124210021915615
BachChoralHarmony,V1,5665.0,0.3027,0.039,5.9231,0.0152,0.9815,4.0364,0.0039,8.0,0.0,,,8.0,8.0,MLP,0.4547532698043042,0.4601973558892629,0.4327765861134331,0.1852512772271977,0.438710434185408,0.2219085805331358,0.1758715877356131,0.4601973558892629,0.4567977006625208,0.4519562944068819,0.4337221308851485,0.4549622390665633
BachChoralHarmony,V1,5665.0,0.3027,0.039,5.9231,0.0152,0.9815,4.0364,0.0039,8.0,0.0,,,8.0,8.0,TabNet,0.4366569216638873,0.4324548660985692,0.4011389738033629,0.1842569641367429,0.4161051870793865,0.2151408469402451,0.1704808404002096,0.4324548660985692,0.4276141173721792,0.4238144069522324,0.408078597513291,0.4194240683545668
