name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665.0,0.496,0.0361,7.3571,0.021,0.9813,4.0264,0.009,8.0,0.0,,,8.0,8.0,MLP,0.4099301775936743,0.4129466553186489,0.3924052717187223,0.1706008842733044,0.4024453525380342,0.2218110003075614,0.1587798730377847,0.4129466553186489,0.4092798412164972,0.4022671854349707,0.3980718635945138,0.4064641434341582
BachChoralHarmony,V1,5665.0,0.496,0.0361,7.3571,0.021,0.9813,4.0264,0.009,8.0,0.0,,,8.0,8.0,TabNet,0.3873153471548071,0.395117114581388,0.375173707064416,0.1635414306804114,0.3836109096780092,0.214151978018452,0.1639769527928661,0.395117114581388,0.3847473473257094,0.3838930151688373,0.3687693387901934,0.3816878480608024
BachChoralHarmony,V1,5665.0,0.4514,0.0373,4.8333,0.0193,0.9816,4.038,0.0045,8.0,0.0,,,8.0,8.0,MLP,0.4272716249770126,0.432894515666405,0.3964002648641934,0.1718454576772237,0.4085967256137677,0.2178106449958055,0.1660987219892276,0.432894515666405,0.4316256597565223,0.4285132280367082,0.4027851006560522,0.4248023623977014
BachChoralHarmony,V1,5665.0,0.4514,0.0373,4.8333,0.0193,0.9816,4.038,0.0045,8.0,0.0,,,8.0,8.0,TabNet,0.41081490537424,0.4014136789684328,0.3707146533517834,0.1649943247564201,0.3797690647184657,0.2120541211099117,0.1606297054678791,0.4014136789684328,0.4045525792175103,0.4073544375350995,0.3807718561046229,0.3979953994095107
BachChoralHarmony,V1,5665.0,0.4018,0.0345,4.875,0.0177,0.9817,4.0396,0.0062,8.0,0.0,,,8.0,8.0,MLP,0.4231692089389267,0.4305283910350327,0.4007607105674504,0.1689264715864283,0.4092914224799806,0.2053746534001208,0.1513227938039741,0.4305283910350327,0.4280858729270735,0.425572639729862,0.4005357183400277,0.417877325008182
BachChoralHarmony,V1,5665.0,0.4018,0.0345,4.875,0.0177,0.9817,4.0396,0.0062,8.0,0.0,,,8.0,8.0,TabNet,0.4003758522632126,0.4073189021727501,0.3717488186732499,0.1617840649518775,0.3865524831235389,0.2012816873561158,0.1549189379866011,0.4073189021727501,0.4044286614352009,0.4002363038014503,0.3811685224906038,0.3995788894731549
BachChoralHarmony,V1,5665.0,0.3472,0.0384,5.4615,0.0162,0.9814,4.0343,0.0047,8.0,0.0,,,8.0,8.0,MLP,0.4432310913454788,0.4501098649150568,0.4207578902062915,0.1829968311530254,0.423627402062311,0.2159655242222167,0.1777720306752485,0.4501098649150568,0.4464954442780937,0.4460969944788184,0.4206648773867295,0.4473965308387108
BachChoralHarmony,V1,5665.0,0.3472,0.0384,5.4615,0.0162,0.9814,4.0343,0.0047,8.0,0.0,,,8.0,8.0,TabNet,0.4266351475476179,0.4247762329428871,0.3901050621704176,0.182290738103525,0.4006058729953575,0.2124545296380801,0.1769162506583584,0.4247762329428871,0.4216174251812832,0.4289268763325398,0.3918540493620597,0.4200665574486221
BachChoralHarmony,V1,5665.0,0.2927,0.0369,5.2857,0.015,0.9815,4.0359,0.0022,8.0,0.0,,,8.0,8.0,MLP,0.4503451446099718,0.4534782755949356,0.4306953288829039,0.1835614093392207,0.4383177217987565,0.2216638405634353,0.1725819018365087,0.4534782755949356,0.4492666035164498,0.4498852021752854,0.4292076797328129,0.4429343346107915
BachChoralHarmony,V1,5665.0,0.2927,0.0369,5.2857,0.015,0.9815,4.0359,0.0022,8.0,0.0,,,8.0,8.0,TabNet,0.4320460214135029,0.4348882436288322,0.4042471414502894,0.1840101203292601,0.4193905285473535,0.2143239258803601,0.1739179171379667,0.4348882436288322,0.4317531408458368,0.4326444584586428,0.4130295766219761,0.4197036519127547
