name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_method,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto,impute_xgb_imputer,impute_catboost,impute_rfi,impute_mlp
BachChoralHarmony,V1,5665.0,0.4999,0.042,5.1739,0.0212,0.9814,4.0316,0.0005,8.0,0.0,,,8.0,8.0,MLP,0.4161286622385287,0.4206499181682482,0.3831259560598723,0.171558067772508,0.3971209545971357,0.2118862356948351,0.1610323543783934,0.4206499181682482,0.4161392370500537,0.4118526151395711,0.3888685529659601,0.4137759902387873
BachChoralHarmony,V1,5665.0,0.4999,0.042,5.1739,0.0212,0.9814,4.0316,0.0005,8.0,0.0,,,8.0,8.0,TabNet,0.395818612200837,0.3857075974725445,0.3516516295037698,0.1605943895806995,0.3737341498025934,0.2098905318517752,0.1507146064495993,0.3857075974725445,0.385231872935695,0.3839508855692564,0.3752172356037964,0.3893857699532236
BachChoralHarmony,V1,5665.0,0.4406,0.0398,5.25,0.0189,0.9813,4.0305,0.0054,8.0,0.0,,,8.0,8.0,MLP,0.4231328331981724,0.4268708809811363,0.4034839811842813,0.1632157132838552,0.4014546242070007,0.2248527743416963,0.1510531516882709,0.4268708809811363,0.4238730786156373,0.425039719628285,0.4008084439927162,0.4167586866059505
BachChoralHarmony,V1,5665.0,0.4406,0.0398,5.25,0.0189,0.9813,4.0305,0.0054,8.0,0.0,,,8.0,8.0,TabNet,0.4063939434267866,0.4044521192550933,0.376371082858622,0.1641545003453121,0.3804712128283561,0.2199550106752978,0.1506887495950133,0.4044521192550933,0.3973055085249757,0.3992680333721856,0.3791532916734563,0.3915304732765751
BachChoralHarmony,V1,5665.0,0.3959,0.0383,4.5172,0.0175,0.9816,4.0365,0.0064,8.0,0.0,,,8.0,8.0,MLP,0.4331117402426427,0.4397301168919549,0.4126402602136413,0.1702897400480452,0.4144905313401293,0.2095395497548032,0.1671561052161305,0.4397301168919549,0.432037918499462,0.4356910935761603,0.3986710962763965,0.4298901586437534
BachChoralHarmony,V1,5665.0,0.3959,0.0383,4.5172,0.0175,0.9816,4.0365,0.0064,8.0,0.0,,,8.0,8.0,TabNet,0.415325106022203,0.4151435166953685,0.381916670794421,0.1646967207125562,0.3966121842252968,0.2071812549441936,0.164238339059003,0.4151435166953685,0.4146710775791048,0.4145766579709478,0.3784168583690967,0.4098420666145264
BachChoralHarmony,V1,5665.0,0.3366,0.0365,4.5667,0.016,0.9814,4.0342,0.006,8.0,0.0,,,8.0,8.0,MLP,0.4385230090127878,0.4472059946208774,0.4106932494069363,0.1746329908903072,0.4209844827502432,0.2151483629942909,0.1769229436382245,0.4472059946208774,0.4469870158157334,0.4417164237719236,0.4239478943794929,0.4339394462371662
BachChoralHarmony,V1,5665.0,0.3366,0.0365,4.5667,0.016,0.9814,4.0342,0.006,8.0,0.0,,,8.0,8.0,TabNet,0.424088268014072,0.4294711200881488,0.387990751226537,0.171725976353616,0.4092171409416185,0.2026654170456726,0.1742886269691692,0.4294711200881488,0.4255750666609194,0.4235309348500068,0.4016740532694327,0.4178912089564975
BachChoralHarmony,V1,5665.0,0.2953,0.0346,4.4516,0.015,0.9817,4.041,0.004,8.0,0.0,,,8.0,8.0,MLP,0.4519912008028826,0.4541575547880654,0.4244543418038326,0.1763785464979396,0.4361873065968599,0.1953271175269967,0.1797973001115473,0.4541575547880654,0.4528748902443067,0.4571973059891618,0.4342170074709053,0.4471681508999601
BachChoralHarmony,V1,5665.0,0.2953,0.0346,4.4516,0.015,0.9817,4.041,0.004,8.0,0.0,,,8.0,8.0,TabNet,0.429217332120519,0.4294926250204401,0.3942268200307931,0.1857552164126189,0.4227676674275008,0.1959263619887018,0.1718534835995947,0.4294926250204401,0.4228973854385897,0.4232117034811086,0.4049617277591343,0.4208970061847628
